Heath Johnson,www.soundcloud.com/heath-johnson-7/narrow-road,,,
Our Abstract Mountain,https://youtu.be/dMBnoz1Odks,,,
The Salt Vine,www.youtube.com/watch?v=wXTUIIci89A,,,
Abbie Lynn,https://youtu.be/EePqdC_bwGc,,,
Anoki Hedberg,http://anokiartwork.tumblr.com/image/137385672293,,,
Seth Lambert,www.youtube.com/watch?v=9zYs0LxRzxw,,,
Billie and the Haint,https://soundcloud.com/billie-and-the-haint/repeater-demo,,,
Deepa Seshadri,https://youtu.be/NT42ly5v1wk,,,
Sarah Grundy,https://soundcloud.com/sarah-grundy-6/our-privileged-rebellion-song/s-AExuV,,,
Phil Cowan,https://soundcloud.com/philcowan_music/remember-rum,,,
Jordan Grow,https://soundcloud.com/songaweek2016/jordan-grow-truck-driver,,,
Lydia Harrell,https://soundcloud.com/lydiaharrell/thatmanthemesongaweek/s-y6bjL,,,
Jorden Okrend,https://youtu.be/DBZ7SAr7SF0,,,
Carl Fortunato,https://soundcloud.com/carlo-fortunato/last-words,,,
Julia Tindall Bloom,https://youtu.be/UBZCjguCTFk,,,
Claes Akerblom,https://soundcloud.com/claes-akerblom/social-media-addict,,,
Danny Price,https://youtu.be/E675GjggPt8,,,
Lia Glynias,https://soundcloud.com/songaweek2016/lia-glynias-roger-and-delilah,,,
Sarah Pray,https://soundcloud.com/sarahpray/in-my-head,,,
Daniel Pierre Ault,https://soundcloud.com/daniel-pierre-ault/ftl-mantis-battle-orchestral,,,
Anna Robinson,https://soundcloud.com/anna-robinson-813555483/fake-arctic-demo-week-2,,,
Pretty Beggar,https://soundcloud.com/michael-castle-876789334/lookin-so-cool,,,
Rodney Seay,https://soundcloud.com/rodney-seay/if-you-dont-mind,,,
Michael Labutte,https://youtu.be/dJ8NCefRcbo,,,
Thomas Ciganko,https://soundcloud.com/thomas-ciganko/a-new-day-for-the-pretty,,,
Ringer,https://www.youtube.com/watch?v=EOZkD67I5VY,,,
Deborah Kelly,https://soundcloud.com/deborah-kelly-676260696/mamas-melody,,,
Marty Morgan,http://www.soundcloud.com/martymorgan/she-wants-you,,,
Shawn Hickman,https://youtu.be/FhydNfZItHg,,,
James Tristan Redding,www.soundcloud.com/jamestristanredding/james-tristan-redding-even-on-a-bad-day-01142016,,,
