Zachary Mack,www.soundcloud.com/zachary-mack-1/bebita-song-of-the-week,,,
Our Abstract Mountain,www.soundcloud.com/our-abstract-mountain/congregation-control-inducing-june-cover,,,
Heath Johnson,www.soundcloud.com/heath-johnson-7/standing-in-the-fire,,,
Abbie Lynn,www.soundcloud.com/abbie-dawn-lynn/get-my-voice-back-wav,,,
Anna Robinson,www.soundcloud.com/anna-robinson-813555483/driftwood-demo-week-8,,,
Marty Morgan,www.soundcloud.com/martymorgan/i-might-be-late-but-ill-be-there,,,
Erin Wolf,www.soundcloud.com/erin-wolf-88465906/jonahs-beat,,,
Jordan Okrend,www.youtube.com/watch?v=YzeNeCnVraA,,,
Seth Lambert,www.soundcloud.com/seth-lambert/chorale-practice-2,,,
Carl Fortunato,www.soundcloud.com/carlo-fortunato/internal-revolution,,,
#Jason Dean Kuban,www.soundcloud.com/jason-dean-kuban/face-cards-and-aces-demo,,,
Old Old Earth,www.soundcloud.com/old-old-earth/rise,,,
Claes Akerblom,www.soundcloud.com/claes-akerblom/it-never-snows-in-jamaica-demo,,,
Sean Ahearn,www.soundcloud.com/saw16aux/sean-ahearn-purple-sunset-022716,,,
Cabin of Love,www.soundcloud.com/cabin-of-love/lullaby-for-climbers-elephants-and-divers-shhh,,,
Jordan Grow,www.soundcloud.com/saw16aux/jordan-grow-looking-for-some-gold-022816,,,
Geoavani,www.soundcloud.com/geoavani-375952994/its-okay-i-know-by-geoavani-labutte-saw08,,,
Billie and the Haint,www.soundcloud.com/billie-and-the-haint/separately-home-demo,,,
Rodney Seay,www.soundcloud.com/rodney-seay/songaweek2016-week-8-your-wedding-day,,,
Anoki Hedberg,http://anokiartwork.tumblr.com/image/140069513938,,,
Pretty Beggar,www.soundcloud.com/prettybeggar/ladybug,,,
Daniel Pierre Ault,www.soundcloud.com/daniel-pierre-ault/ftl-hacking-malfunction,,,
Thomas Ciganko,www.soundcloud.com/thomas-ciganko/say-you-wont-rough-demo,,,
Shawn Hickman,https://youtu.be/OwUe_CFT2uc,,,
Sarah Pray,www.soundcloud.com/sarahpray/strong-all-the-time,,,
Deepa Seshadri,www.soundcloud.com/wtmusic/let-me-be-demo-saw16,,,
Ringer,www.youtube.com/watch?v=gMerpHRYjTc,,,
The Salt Vine,www.soundcloud.com/thesaltvine/week-8-perfect-madness,,,
Thor Bremer,www.soundcloud.com/tfbremer/whispers-of-a-daydream,,,
James Tristan Redding,www.soundcloud.com/jamestristanredding/james-tristan-redding-new-best-friend-022716,,,
