Danny Price,www.youtube.com/watch?v=isAMcgmQEPA,,,
Our Abstract Mountain,https://youtu.be/MyiiIbbJug8,,,
Erin Wolf,www.soundcloud.com/erin-wolf-88465906/winter-warm-up,,,
Heath Johnson,www.soundcloud.com/heath-johnson-7/frame,,,
Geoavani Labutte,https://youtu.be/Uk5Wct8PY74,,,
Abbie Lynn,https://youtu.be/VxJCoNpc-F8,,,
Seth Lambert,www.youtube.com/watch?v=J3qxC-6ApUk,,,
Anna Robinson,www.soundcloud.com/anna-robinson-813555483/my-vital-organ-demo-week-4,,,
Paula Varela,www.soundcloud.com/itspaulavarela/runaway-demo-week-4,,,
Old Old Earth,https://drive.google.com/file/d/0B-fVgecFwnLiMERGb25wd0xhYjA/view,,,
The Salt Vine,www.youtube.com/watch?v=ZKinOOsRchk,,,
Deepa Seshadri,www.youtube.com/watch?v=2gBI_QvcpXw,,,
Griffin Shaw,www.soundcloud.com/griffinshaw/lost-time,,,
Jason Dean Kuban,www.soundcloud.com/jason-dean-kuban/coin-on-the-robin,,,
Billie and the Haint,www.soundcloud.com/billie-and-the-haint/girl-world-demo,,,
Deborah Kelly,www.soundcloud.com/deborah-kelly-676260696/a-short-journey-of-sound,,,
Lauren Lee,www.soundcloud.com/songaweek2016/lauren-lee-is-this-my-hell,,,
Jordan Okrend,https://youtu.be/xG_44wkTBw0,,,
Rodney Seay,www.soundcloud.com/rodney-seay/wrong-side-of-the-damned,,,
Thor Bremer,www.soundcloud.com/tfbremer/magic-in-portugal,,,
Anoki Hedberg,http://anokiartwork.tumblr.com/image/138380459653,,,
Carl Fortunato,www.soundcloud.com/carlo-fortunato/no-muse-is-good-muse,,,
Lia Glynias,https://youtu.be/DTT6ixD84e0,,,
Julia Tindall Bloom,https://youtu.be/DpqLyYMEnSo,,,
Phil Cowan,www.soundcloud.com/philcowan_music/im-fine-with-it,,,
Pretty Beggar,www.soundcloud.com/prettybeggar/chilli-pepper-chocolate,,,
Daniel Pierre Ault,www.soundcloud.com/daniel-pierre-ault/awakening,,,
Sarah Pray,www.soundcloud.com/sarahpray/snake-song,,,
Thomas Ciganko,www.soundcloud.com/thomas-ciganko/happy,,,
Shawn Hickman,https://youtu.be/2tOO5YqLHzo,,,
Sarah Grundy,www.soundcloud.com/sarah-grundy-6/all-this-rain/s-nndTn,,,
Ringer,www.youtube.com/watch?v=Es1V6Dh9PZc,,,
James Tristan Redding,www.soundcloud.com/jamestristanredding/james-tristan-redding-opposite-day-12917,,,
